field_150335_W,TNT,2,
field_150336_V,BRICK_BLOCK,2,
field_150337_Q,RED_MUSHROOM,2,
field_150338_P,BROWN_MUSHROOM,2,
field_150339_S,IRON_BLOCK,2,
field_150340_R,GOLD_BLOCK,2,
field_150341_Y,MOSSY_COBBLESTONE,2,
field_150342_X,BOOKSHELF,2,
field_150343_Z,OBSIDIAN,2,
field_150344_f,PLANKS,2,
field_150345_g,SAPLING,2,
field_150346_d,DIRT,2,
field_150347_e,COBBLESTONE,2,
field_150348_b,STONE,2,
field_150349_c,GRASS,2,
field_150350_a,AIR,2,
field_150351_n,GRAVEL,2,
field_150352_o,GOLD_ORE,2,
field_150353_l,LAVA,2,
field_150354_m,SAND,2,
field_150355_j,WATER,2,
field_150356_k,FLOWING_LAVA,2,
field_150357_h,BEDROCK,2,
field_150358_i,FLOWING_WATER,2,
field_150359_w,GLASS,2,
field_150360_v,SPONGE,2,
field_150361_u,LEAVES2,2,
field_150362_t,LEAVES,2,
field_150363_s,LOG2,2,
field_150364_r,LOG,2,
field_150365_q,COAL_ORE,2,
field_150366_p,IRON_ORE,2,
field_150367_z,DISPENSER,2,
field_150368_y,LAPIS_BLOCK,2,
field_150369_x,LAPIS_ORE,2,
field_150370_cb,QUARTZ_STAIRS,2,
field_150371_ca,QUARTZ_BLOCK,2,
field_150372_bz,SANDSTONE_STAIRS,2,
field_150373_bw,DOUBLE_WOODEN_SLAB,2,
field_150374_bv,LIT_REDSTONE_LAMP,2,
field_150375_by,COCOA,2,
field_150376_bx,WOODEN_SLAB,2,
field_150377_bs,END_STONE,2,
field_150378_br,END_PORTAL_FRAME,2,
field_150379_bu,REDSTONE_LAMP,2,
field_150380_bt,DRAGON_EGG,2,
field_150381_bn,ENCHANTING_TABLE,2,
field_150382_bo,BREWING_STAND,2,
field_150383_bp,CAULDRON,2,
field_150384_bq,END_PORTAL,2,
field_150385_bj,NETHER_BRICK,2,
field_150386_bk,NETHER_BRICK_FENCE,2,
field_150387_bl,NETHER_BRICK_STAIRS,2,
field_150388_bm,NETHER_WART,2,
field_150389_bf,BRICK_STAIRS,2,
field_150390_bg,STONE_BRICK_STAIRS,2,
field_150391_bh,MYCELIUM,2,
field_150392_bi,WATERLILY,2,
field_150393_bb,PUMPKIN_STEM,2,
field_150394_bc,MELON_STEM,2,
field_150395_bd,VINE,2,
field_150397_co,STAINED_GLASS_PANE,2,
field_150398_cm,DOUBLE_PLANT,2,
field_150399_cn,STAINED_GLASS,2,
field_150400_ck,ACACIA_STAIRS,2,
field_150401_cl,DARK_OAK_STAIRS,2,
field_150402_ci,COAL_BLOCK,2,
field_150403_cj,PACKED_ICE,2,
field_150404_cg,CARPET,2,
field_150405_ch,HARDENED_CLAY,2,
field_150406_ce,STAINED_HARDENED_CLAY,2,
field_150407_cf,HAY_BLOCK,2,
field_150408_cc,ACTIVATOR_RAIL,2,
field_150409_cd,DROPPER,2,
field_150410_aZ,GLASS_PANE,2,
field_150411_aY,IRON_BARS,2,
field_150412_bA,EMERALD_ORE,2,
field_150413_aR,UNPOWERED_REPEATER,2,
field_150414_aQ,CAKE,2,
field_150415_aT,TRAPDOOR,2,
field_150416_aS,POWERED_REPEATER,2,
field_150417_aV,STONEBRICK,2,
field_150418_aU,MONSTER_EGG,2,
field_150419_aX,RED_MUSHROOM_BLOCK,2,
field_150420_aW,BROWN_MUSHROOM_BLOCK,2,
field_150421_aI,JUKEBOX,2,
field_150423_aK,PUMPKIN,2,
field_150424_aL,NETHERRACK,2,
field_150425_aM,SOUL_SAND,2,
field_150426_aN,GLOWSTONE,2,
field_150427_aO,PORTAL,2,
field_150428_aP,LIT_PUMPKIN,2,
field_150429_aA,REDSTONE_TORCH,2,
field_150430_aB,STONE_BUTTON,2,
field_150431_aC,SNOW_LAYER,2,
field_150432_aD,ICE,2,
field_150433_aE,SNOW,2,
field_150434_aF,CACTUS,2,
field_150435_aG,CLAY,2,
field_150436_aH,REEDS,2,
field_150437_az,UNLIT_REDSTONE_TORCH,2,
field_150438_bZ,HOPPER,2,
field_150439_ay,LIT_REDSTONE_ORE,2,
field_150440_ba,MELON_BLOCK,2,
field_150441_bU,UNPOWERED_COMPARATOR,2,
field_150442_at,LEVER,2,
field_150443_bT,HEAVY_WEIGHTED_PRESSURE_PLATE,2,
field_150444_as,WALL_SIGN,2,
field_150445_bS,LIGHT_WEIGHTED_PRESSURE_PLATE,2,
field_150446_ar,STONE_STAIRS,2,
field_150447_bR,TRAPPED_CHEST,2,
field_150448_aq,RAIL,2,
field_150449_bY,QUARTZ_ORE,2,
field_150450_ax,REDSTONE_ORE,2,
field_150451_bX,REDSTONE_BLOCK,2,
field_150452_aw,WOODEN_PRESSURE_PLATE,2,
field_150453_bW,DAYLIGHT_DETECTOR,2,
field_150454_av,IRON_DOOR,2,
field_150455_bV,POWERED_COMPARATOR,2,
field_150456_au,STONE_PRESSURE_PLATE,2,
field_150457_bL,FLOWER_POT,2,
field_150458_ak,FARMLAND,2,
field_150459_bM,CARROTS,2,
field_150460_al,FURNACE,2,
field_150461_bJ,BEACON,2,
field_150462_ai,CRAFTING_TABLE,2,
field_150463_bK,COBBLESTONE_WALL,2,
field_150464_aj,WHEAT,2,
field_150465_bP,SKULL,2,
field_150467_bQ,ANVIL,2,
field_150468_ap,LADDER,2,
field_150469_bN,POTATOES,2,
field_150470_am,LIT_FURNACE,2,
field_150471_bO,WOODEN_BUTTON,2,
field_150472_an,STANDING_SIGN,2,
field_150473_bD,TRIPWIRE,2,
field_150474_ac,MOB_SPAWNER,2,
field_150475_bE,EMERALD_BLOCK,2,
field_150476_ad,OAK_STAIRS,2,
field_150477_bB,ENDER_CHEST,2,
field_150478_aa,TORCH,2,
field_150479_bC,TRIPWIRE_HOOK,2,
field_150480_ab,FIRE,2,
field_150481_bH,JUNGLE_STAIRS,2,
field_150482_ag,DIAMOND_ORE,2,
field_150483_bI,COMMAND_BLOCK,2,
field_150484_ah,DIAMOND_BLOCK,2,
field_150485_bF,SPRUCE_STAIRS,2,
field_150486_ae,CHEST,2,
field_150487_bG,BIRCH_STAIRS,2,
field_150488_af,REDSTONE_WIRE,2,
field_150490_a,json,2,
field_150491_b,tagList,2,
field_150492_b,tagList,2,
field_150493_b,jsonValue,2,
field_150505_b,inputBuffer,2,
field_150506_c,outputBuffer,2,
field_150507_a,cipher,2,
field_150509_a,decryptionCodec,2,
field_150511_e,lastUpdateTimeInMilliseconds,2,
field_150514_p,yellowFlowerGen,2,
field_150517_a,block,2,
field_150521_a,block,2,
field_150527_b,woodMetadata,2,
field_150528_a,leavesMetadata,2,
field_150531_a,useExtraRandomHeight,2,
field_150538_d,extraRandomHeight,2,
field_150542_e,useBaseHeight,2,
field_150544_b,startRadius,2,
field_150545_a,block,2,
field_150546_a,block,2,
field_150549_a,plantType,2,
field_150552_a,flower,2,
field_150553_a,block,2,
field_150554_b,basePathWidth,2,
field_150555_a,block,2,
field_150556_a,block,2,
field_150574_L,JUNGLE_EDGE,2,
field_150575_M,DEEP_OCEAN,2,
field_150576_N,STONE_BEACH,2,
field_150577_O,COLD_BEACH,2,
field_150578_U,REDWOOD_TAIGA,2,
field_150579_T,COLD_TAIGA_HILLS,2,
field_150580_W,EXTREME_HILLS_WITH_TREES,2,
field_150581_V,REDWOOD_TAIGA_HILLS,2,
field_150582_Q,BIRCH_FOREST_HILLS,2,
field_150583_P,BIRCH_FOREST,2,
field_150584_S,COLD_TAIGA,2,
field_150585_R,ROOFED_FOREST,2,
field_150586_aC,LOGGER,2,
field_150587_Y,SAVANNA_PLATEAU,2,
field_150588_X,SAVANNA,2,
field_150589_Z,MESA,2,
field_150590_f,MUTATED_TAIGA,2,
field_150597_n,EXPLORATION_BIOMES_LIST,2,
field_150599_m,MUTATED_SWAMPLAND,2,
field_150605_ac,TEMPERATURE_NOISE,2,
field_150607_aa,MESA_ROCK,2,
field_150608_ab,MESA_CLEAR_ROCK,2,
field_150614_aC,isEdge,2,
field_150615_aC,superIcy,2,
field_150616_aD,iceSpike,2,
field_150617_aE,icePatch,2,
field_150620_aI,hasForest,2,
field_150621_aC,clayBands,2,
field_150622_aD,worldSeed,2,
field_150623_aE,pillarNoise,2,
field_150624_aF,pillarRoofNoise,2,
field_150625_aG,clayBandsOffsetNoise,2,
field_150626_aH,brycePillars,2,
field_150627_aC,SAVANNA_TREE,2,
field_150628_aC,sunflowers,2,
field_150629_aC,SUPER_BIRCH_TREE,2,
field_150630_aD,BIRCH_TREE,2,
field_150631_aE,ROOF_TREE,2,
field_150632_aF,type,2,
field_150634_aD,spruceGenerator,2,
field_150638_aH,type,2,
field_150639_aC,PINE_GENERATOR,2,
field_150640_aD,SPRUCE_GENERATOR,2,
field_150641_aE,MEGA_PINE_GENERATOR,2,
field_150642_aF,MEGA_SPRUCE_GENERATOR,2,
field_150643_aG,FOREST_ROCK_GENERATOR,2,
field_150644_aH,type,2,
field_150656_f,isPowered,2,
field_150657_g,connectedRails,2,
field_150660_b,world,2,
field_150670_b,value,2,
field_150671_a,action,2,
field_150676_f,allowedInChat,2,
field_150677_g,canonicalName,2,
field_150679_e,NAME_MAPPING,2,
field_150688_f,canonicalName,2,
field_150690_d,NAME_MAPPING,2,
field_150691_e,allowedInChat,2,
field_150700_a,GSON,2,
field_150703_b,value,2,
field_150704_a,action,2,
field_150735_g,LOGGER,2,
field_150738_b,NETWORK_PACKETS_MARKER,2,
field_150739_c,PROTOCOL_ATTRIBUTE_KEY,2,
field_150740_a,NETWORK_MARKER,2,
field_150742_o,terminationReason,2,
field_150743_l,socketAddress,2,
field_150744_m,packetListener,2,
field_150745_j,outboundPacketsQueue,2,
field_150746_k,channel,2,
field_150750_a,encryptionCodec,2,
field_150761_f,STATES_BY_CLASS,2,
field_150762_g,id,2,
field_150764_e,STATES_BY_ID,2,
field_150773_b,futureListeners,2,
field_150774_a,packet,2,
field_150794_a,buf,2,
field_150797_b,RECEIVED_PACKET_MARKER,2,
field_150798_a,LOGGER,2,
field_150799_b,RECEIVED_PACKET_MARKER,2,
field_150800_a,LOGGER,2,
field_150814_l,isLightPopulated,2,
field_150815_m,chunkTicked,2,
field_150816_i,chunkTileEntityMap,2,
field_150817_t,LOGGER,2,
field_150828_b,fallbackTranslator,2,
field_150838_b,succeeded,2,
field_150839_b,succeeded,2,
field_150840_b,dispenseBehavior,2,
field_150841_b,dispenseBehavior,2,
field_150844_d,time,2,
field_150861_f,bottomLeft,2,
field_150862_g,height,2,
field_150863_d,leftDir,2,
field_150864_e,portalBlockCount,2,
field_150865_b,axis,2,
field_150866_c,rightDir,2,
field_150867_a,world,2,
field_150868_h,width,2,
field_150875_a,statsData,2,
field_150885_f,lastStatRequest,2,
field_150886_g,hasUnsentAchievement,2,
field_150887_d,statsFile,2,
field_150888_e,dirty,2,
field_150889_b,LOGGER,2,
field_150890_c,mcServer,2,
field_150901_e,REGISTRY,2,
field_150907_b,cooked,2,
field_150908_b,crops,2,
field_150914_c,effectiveBlocks,2,
field_150915_c,EFFECTIVE_ON,2,
field_150916_c,EFFECTIVE_ON,2,
field_150917_c,EFFECTIVE_ON,2,
field_150922_c,DYE_COLORS,2,
field_150925_a,crops,2,
field_150928_b,RECORDS,2,
field_150933_b,material,2,
field_150934_a,attackDamage,2,
field_150935_a,block,2,
field_150939_a,block,2,
field_150940_b,leaves,2,
field_150945_c,subtypeNames,2,
field_150949_c,singleSlab,2,
field_150956_d,serializableClazz,2,
field_150957_c,objectiveCriteria,2,
field_150960_a,item,2,
field_150980_f,meta,2,
field_150981_g,unlocalizedName,2,
field_150983_e,META_LOOKUP,2,
field_150987_n,cookable,2,
field_150989_l,cookedHealAmount,2,
field_150990_m,cookedSaturationModifier,2,
field_150991_j,uncookedHealAmount,2,
field_150992_k,uncookedSaturationModifier,2,
field_151002_e,item,2,
field_151004_a,underlyingSet,2,
field_151005_D,GOLDEN_PICKAXE,2,
field_151006_E,GOLDEN_AXE,2,
field_151007_F,STRING,2,
field_151008_G,FEATHER,2,
field_151009_A,MUSHROOM_STEW,2,
field_151010_B,GOLDEN_SWORD,2,
field_151011_C,GOLDEN_SHOVEL,2,
field_151012_L,DIAMOND_HOE,2,
field_151013_M,GOLDEN_HOE,2,
field_151014_N,WHEAT_SEEDS,2,
field_151015_O,WHEAT,2,
field_151016_H,GUNPOWDER,2,
field_151017_I,WOODEN_HOE,2,
field_151018_J,STONE_HOE,2,
field_151019_K,IRON_HOE,2,
field_151020_U,CHAINMAIL_HELMET,2,
field_151021_T,LEATHER_BOOTS,2,
field_151022_W,CHAINMAIL_LEGGINGS,2,
field_151023_V,CHAINMAIL_CHESTPLATE,2,
field_151024_Q,LEATHER_HELMET,2,
field_151025_P,BREAD,2,
field_151026_S,LEATHER_LEGGINGS,2,
field_151027_R,LEATHER_CHESTPLATE,2,
field_151028_Y,IRON_HELMET,2,
field_151029_X,CHAINMAIL_BOOTS,2,
field_151030_Z,IRON_CHESTPLATE,2,
field_151031_f,BOW,2,
field_151032_g,ARROW,2,
field_151033_d,FLINT_AND_STEEL,2,
field_151034_e,APPLE,2,
field_151035_b,IRON_PICKAXE,2,
field_151036_c,IRON_AXE,2,
field_151037_a,IRON_SHOVEL,2,
field_151038_n,WOODEN_SHOVEL,2,
field_151039_o,WOODEN_PICKAXE,2,
field_151040_l,IRON_SWORD,2,
field_151041_m,WOODEN_SWORD,2,
field_151042_j,IRON_INGOT,2,
field_151043_k,GOLD_INGOT,2,
field_151044_h,COAL,2,
field_151045_i,DIAMOND,2,
field_151046_w,DIAMOND_PICKAXE,2,
field_151047_v,DIAMOND_SHOVEL,2,
field_151048_u,DIAMOND_SWORD,2,
field_151049_t,STONE_AXE,2,
field_151050_s,STONE_PICKAXE,2,
field_151051_r,STONE_SHOVEL,2,
field_151052_q,STONE_SWORD,2,
field_151053_p,WOODEN_AXE,2,
field_151054_z,BOWL,2,
field_151055_y,STICK,2,
field_151056_x,DIAMOND_AXE,2,
field_151057_cb,NAME_TAG,2,
field_151058_ca,LEAD,2,
field_151059_bz,FIRE_CHARGE,2,
field_151060_bw,SPECKLED_MELON,2,
field_151061_bv,ENDER_EYE,2,
field_151062_by,EXPERIENCE_BOTTLE,2,
field_151063_bx,SPAWN_EGG,2,
field_151064_bs,MAGMA_CREAM,2,
field_151065_br,BLAZE_POWDER,2,
field_151066_bu,CAULDRON,2,
field_151067_bt,BREWING_STAND,2,
field_151068_bn,POTIONITEM,2,
field_151069_bo,GLASS_BOTTLE,2,
field_151070_bp,SPIDER_EYE,2,
field_151071_bq,FERMENTED_SPIDER_EYE,2,
field_151072_bj,BLAZE_ROD,2,
field_151073_bk,GHAST_TEAR,2,
field_151074_bl,GOLD_NUGGET,2,
field_151075_bm,NETHER_WART,2,
field_151076_bf,CHICKEN,2,
field_151077_bg,COOKED_CHICKEN,2,
field_151078_bh,ROTTEN_FLESH,2,
field_151079_bi,ENDER_PEARL,2,
field_151080_bb,PUMPKIN_SEEDS,2,
field_151081_bc,MELON_SEEDS,2,
field_151082_bd,BEEF,2,
field_151083_be,COOKED_BEEF,2,
field_151084_co,RECORD_WAIT,2,
field_151085_cm,RECORD_WARD,2,
field_151086_cn,RECORD_11,2,
field_151087_ck,RECORD_STAL,2,
field_151088_cl,RECORD_STRAD,2,
field_151089_ci,RECORD_MALL,2,
field_151090_cj,RECORD_MELLOHI,2,
field_151091_cg,RECORD_CHIRP,2,
field_151092_ch,RECORD_FAR,2,
field_151093_ce,RECORD_CAT,2,
field_151094_cf,RECORD_BLOCKS,2,
field_151095_cc,COMMAND_BLOCK_MINECART,2,
field_151096_cd,RECORD_13,2,
field_151097_aZ,SHEARS,2,
field_151098_aY,FILLED_MAP,2,
field_151099_bA,WRITABLE_BOOK,2,
field_151100_aR,DYE,2,
field_151102_aT,SUGAR,2,
field_151103_aS,BONE,2,
field_151104_aV,BED,2,
field_151105_aU,CAKE,2,
field_151106_aX,COOKIE,2,
field_151107_aW,REPEATER,2,
field_151108_aI,CHEST_MINECART,2,
field_151109_aJ,FURNACE_MINECART,2,
field_151110_aK,EGG,2,
field_151111_aL,COMPASS,2,
field_151112_aM,FISHING_ROD,2,
field_151113_aN,CLOCK,2,
field_151114_aO,GLOWSTONE_DUST,2,
field_151115_aP,FISH,2,
field_151116_aA,LEATHER,2,
field_151117_aB,MILK_BUCKET,2,
field_151118_aC,BRICK,2,
field_151119_aD,CLAY_BALL,2,
field_151120_aE,REEDS,2,
field_151121_aF,PAPER,2,
field_151122_aG,BOOK,2,
field_151123_aH,SLIME_BALL,2,
field_151124_az,BOAT,2,
field_151125_bZ,DIAMOND_HORSE_ARMOR,2,
field_151126_ay,SNOWBALL,2,
field_151127_ba,MELON,2,
field_151128_bU,QUARTZ,2,
field_151129_at,LAVA_BUCKET,2,
field_151130_bT,NETHERBRICK,2,
field_151131_as,WATER_BUCKET,2,
field_151132_bS,COMPARATOR,2,
field_151133_ar,BUCKET,2,
field_151134_bR,ENCHANTED_BOOK,2,
field_151136_bY,GOLDEN_HORSE_ARMOR,2,
field_151137_ax,REDSTONE,2,
field_151138_bX,IRON_HORSE_ARMOR,2,
field_151139_aw,IRON_DOOR,2,
field_151140_bW,HOPPER_MINECART,2,
field_151141_av,SADDLE,2,
field_151142_bV,TNT_MINECART,2,
field_151143_au,MINECART,2,
field_151144_bL,SKULL,2,
field_151145_ak,FLINT,2,
field_151146_bM,CARROT_ON_A_STICK,2,
field_151147_al,PORKCHOP,2,
field_151148_bJ,MAP,2,
field_151149_ai,GOLDEN_LEGGINGS,2,
field_151150_bK,GOLDEN_CARROT,2,
field_151151_aj,GOLDEN_BOOTS,2,
field_151152_bP,FIREWORKS,2,
field_151153_ao,GOLDEN_APPLE,2,
field_151154_bQ,FIREWORK_CHARGE,2,
field_151155_ap,SIGN,2,
field_151156_bN,NETHER_STAR,2,
field_151157_am,COOKED_PORKCHOP,2,
field_151158_bO,PUMPKIN_PIE,2,
field_151159_an,PAINTING,2,
field_151160_bD,ITEM_FRAME,2,
field_151161_ac,DIAMOND_HELMET,2,
field_151162_bE,FLOWER_POT,2,
field_151163_ad,DIAMOND_CHESTPLATE,2,
field_151164_bB,WRITTEN_BOOK,2,
field_151165_aa,IRON_LEGGINGS,2,
field_151166_bC,EMERALD,2,
field_151167_ab,IRON_BOOTS,2,
field_151168_bH,BAKED_POTATO,2,
field_151169_ag,GOLDEN_HELMET,2,
field_151170_bI,POISONOUS_POTATO,2,
field_151171_ah,GOLDEN_CHESTPLATE,2,
field_151172_bF,CARROT,2,
field_151173_ae,DIAMOND_LEGGINGS,2,
field_151174_bG,POTATO,2,
field_151175_af,DIAMOND_BOOTS,2,
field_151186_x,ANIMALS_BRED,2,
field_151191_b,jsonSerializableValue,2,
field_151192_a,integerValue,2,
field_151227_b,LOGGER,2,
field_151228_a,DOWNLOAD_THREADS_STARTED,2,
field_151234_b,LOGGER,2,
field_151242_b,MULTIPLY_DE_BRUIJN_BIT_POSITION,2,
field_151245_t,iconItemStack,0,
field_151249_a,LOGGER,2,
field_151257_b,networkSystem,2,
field_151258_a,LOGGER,2,
field_151262_p,LOGGER,2,
field_151272_f,networkManagers,2,
field_151273_d,mcServer,2,
field_151274_e,endpoints,2,
field_151275_b,LOGGER,2,
field_151276_c,SERVER_NIO_EVENTLOOP,2,
field_151277_a,isAlive,2,
field_151305_b,protocol,2,
field_151306_a,name,2,
field_151323_d,favicon,2,
field_151324_b,players,2,
field_151325_c,version,2,
field_151326_a,description,2,
field_151334_b,onlinePlayerCount,2,
field_151335_c,players,2,
field_151336_a,maxPlayers,2,
field_151343_f,eventParameter,2,
field_151344_d,blockType,2,
field_151345_e,eventID,2,
field_151352_g,block,2,
field_151355_a,alreadyRegistered,2,
field_151360_e,AMPLIFIED,2,
field_151361_l,hasNotificationData,2,
field_151363_b,attacker,2,
field_151364_a,user,2,
field_151365_b,target,2,
field_151366_a,user,2,
field_151369_A,LURE,2,
field_151370_z,LUCK_OF_THE_SEA,2,
field_151375_b,jsonKeys,0,
field_151376_a,filename,0,
field_151382_b,message,0,
field_151383_a,entries,0,
field_151388_d,ENCHANTMENT_ITERATOR_HURT,2,
field_151389_e,ENCHANTMENT_ITERATOR_DAMAGE,2,
field_151411_d,modifiers,2,
field_151412_b,name,2,
field_151413_c,baseValue,2,
field_151430_f,resourceKey,2,
field_151432_d,ID_LOOKUP,2,
field_151433_e,chatVisibility,2,
field_151441_H,showInventoryAchievementHint,0,
field_151442_I,mipmapLevels,0,
field_151444_V,keyBindSprint,0,
field_151445_Q,keyBindInventory,0,
field_151447_Z,keyBindScreenshot,0,
field_151448_g,fboEnable,0,
field_151449_az,TYPE_LIST_STRING,0,
field_151450_ay,GSON,0,
field_151451_c,renderDistanceChunks,0,
field_151452_as,saturation,0,
field_151453_l,resourcePacks,0,
field_151454_ax,LOGGER,0,
field_151455_aw,forceUnicodeFont,0,
field_151456_ac,keyBindsHotbar,0,
field_151457_aa,keyBindTogglePerspective,0,
field_151458_ab,keyBindSmoothCamera,0,
field_151459_g,stat,2,
field_151471_f,keyCategory,0,
field_151472_e,keyCodeDefault,0,
field_151473_c,KEYBIND_SET,0,
field_151474_i,pressTime,0,
field_151476_f,LOGGER,2,
field_151478_a,LOGGER,2,
field_151479_b,LOGGER,2,
field_151480_b,LOGGER,2,
field_151481_a,LOGGER,2,
field_151484_k,temptItem,2,
field_151493_a,ocelot,2,
field_151495_j,targetY,2,
field_151496_k,targetZ,2,
field_151497_i,targetX,2,
field_151500_b,grassEaterEntity,2,
field_151501_c,entityWorld,2,
field_151502_a,eatingGrassTimer,2,
field_151504_e,doorBlock,2,
field_151505_a,LOGGER,2,
field_151506_a,LOGGER,2,
field_151512_d,killEntityStat,2,
field_151513_e,entityKilledByStat,2,
field_151516_b,LOGGER,2,
field_151520_r,damageIsAbsolute,2,
field_151527_f,difficultyId,2,
field_151528_g,difficultyResourceKey,2,
field_151530_e,ID_MAPPING,2,
field_151546_e,allowedBiomes,2,
field_151562_a,blockstate,2,
field_151563_j,tileTicks,2,
field_151564_i,tileEntities,2,
field_151566_D,DRAGON_EGG,2,
field_151567_E,PORTAL,2,
field_151568_F,CAKE,2,
field_151569_G,WEB,2,
field_151570_A,CACTUS,2,
field_151571_B,CLAY,2,
field_151572_C,GOURD,2,
field_151573_f,IRON,2,
field_151574_g,ANVIL,2,
field_151575_d,WOOD,2,
field_151576_e,ROCK,2,
field_151577_b,GRASS,2,
field_151578_c,GROUND,2,
field_151579_a,AIR,2,
field_151580_n,CLOTH,2,
field_151581_o,FIRE,2,
field_151582_l,VINE,2,
field_151583_m,SPONGE,2,
field_151584_j,LEAVES,2,
field_151585_k,PLANTS,2,
field_151586_h,WATER,2,
field_151587_i,LAVA,2,
field_151588_w,ICE,2,
field_151589_v,CORAL,2,
field_151590_u,TNT,2,
field_151591_t,REDSTONE_LIGHT,2,
field_151592_s,GLASS,2,
field_151593_r,CARPET,2,
field_151594_q,CIRCUITS,2,
field_151595_p,SAND,2,
field_151596_z,CRAFTED_SNOW,2,
field_151597_y,SNOW,2,
field_151598_x,PACKED_ICE,2,
field_151602_b,levels,2,
field_151603_a,noiseLevels,2,
field_151608_f,p,2,
field_151609_g,F2,2,
field_151610_d,zo,2,
field_151611_e,grad3,2,
field_151612_b,xo,2,
field_151613_c,yo,2,
field_151614_a,SQRT_3,2,
field_151615_h,G2,2,
field_151620_f,iceBiomes,2,
field_151621_d,mediumBiomes,2,
field_151622_e,coldBiomes,2,
field_151623_c,warmBiomes,2,
field_151627_c,mode,2,
field_151628_d,riverLayer,2,
field_151629_c,LOGGER,2,
field_151645_D,RED,2,
field_151646_E,BLACK,2,
field_151647_F,GOLD,2,
field_151648_G,DIAMOND,2,
field_151649_A,BLUE,2,
field_151650_B,BROWN,2,
field_151651_C,GREEN,2,
field_151652_H,LAPIS,2,
field_151653_I,EMERALD,2,
field_151654_J,OBSIDIAN,2,
field_151655_K,NETHERRACK,2,
field_151656_f,TNT,2,
field_151657_g,ICE,2,
field_151658_d,SAND,2,
field_151659_e,CLOTH,2,
field_151660_b,AIR,2,
field_151661_c,GRASS,2,
field_151662_n,WATER,2,
field_151663_o,WOOD,2,
field_151664_l,DIRT,2,
field_151665_m,STONE,2,
field_151666_j,SNOW,2,
field_151667_k,CLAY,2,
field_151668_h,IRON,2,
field_151669_i,FOLIAGE,2,
field_151670_w,GRAY,2,
field_151671_v,PINK,2,
field_151672_u,LIME,2,
field_151673_t,YELLOW,2,
field_151674_s,LIGHT_BLUE,2,
field_151675_r,MAGENTA,2,
field_151676_q,ADOBE,2,
field_151677_p,QUARTZ,2,
field_151678_z,PURPLE,2,
field_151679_y,CYAN,2,
field_151680_x,SILVER,2,
field_151687_a,LOGGER,2,
field_152110_j,playerProfile,2,
field_152118_bv,chickenJockey,2,
field_152176_i,serverResourcePacks,0,
field_152177_g,time,0,
field_152350_aA,skinManager,0,
field_152351_aB,scheduledTasks,0,
field_152352_aC,mcThread,0,
field_152354_ay,mojangLogo,0,
field_152355_az,sessionService,0,
field_152356_J,twitchDetails,0,
field_152364_T,authService,2,
field_152365_W,profileRepo,2,
field_152366_X,profileCache,2,
field_152367_a,USER_CACHE_FILE,2,
field_152381_e,GRAD_X,2,
field_152382_f,GRAD_Y,2,
field_152383_g,GRAD_Z,2,
field_152384_h,GRAD_2X,2,
field_152385_i,GRAD_2Z,2,
field_152395_am,keyBindFullscreen,0,
field_152425_c,SESSION_TYPES,0,
field_152426_d,sessionType,0,
field_152429_d,sessionType,0,
field_152434_e,cacheFile,0,
field_152451_a,INFINITE,2,
field_152452_b,max,2,
field_152453_c,read,2,
field_152463_r,isEncrypted,2,
field_152478_a,LOGGER,0,
field_152499_c,direction,2,
field_152500_c,direction,2,
field_152587_j,resourceMode,0,
field_152594_d,motd,0,
field_152613_a,FILE_PLAYERBANS,2,
field_152614_b,FILE_IPBANS,2,
field_152615_c,FILE_OPS,2,
field_152616_d,FILE_WHITELIST,2,
field_152642_a,value,2,
field_152645_a,permissionLevel,2,
field_152659_a,DATE_FORMAT,2,
field_152660_b,gson,2,
field_152661_c,usernameToProfileEntryMap,2,
field_152662_d,uuidToProfileEntryMap,2,
field_152663_e,gameProfiles,2,
field_152665_g,usercacheFile,2,
field_152666_h,TYPE,2,
field_152672_b,gameProfile,2,
field_152673_c,expirationDate,2,
field_152693_a,LOGGER,2,
field_152694_b,gson,2,
field_152695_c,saveFile,2,
field_152696_d,values,2,
field_152697_e,lanServer,2,
field_152698_f,USER_LIST_ENTRY_TYPE,2,
field_152728_a,OLD_IPBAN_FILE,2,
field_152729_b,OLD_PLAYERBAN_FILE,2,
field_152730_c,OLD_OPS_FILE,2,
field_152731_d,OLD_WHITELIST_FILE,2,
field_152732_e,LOGGER,2,
field_152773_a,snooperStats,2,
field_152774_b,clientStats,2,
field_152775_d,combatStartTime,2,
field_152776_e,combatEndTime,2,
field_152783_a,LOGGER,0,
field_152784_b,resourceMap,0,
field_152785_b,IS_STANDALONE,2,
field_152794_b,THREAD_POOL,0,
field_152795_c,textureManager,0,
field_152796_d,skinCacheDir,0,
field_152797_e,sessionService,0,
field_152798_f,skinCacheLoader,0,
field_153196_B,logText,0,
field_153197_d,nvidia,0,
field_153198_e,GL_FRAMEBUFFER,0,
field_153199_f,GL_RENDERBUFFER,0,
field_153200_g,GL_COLOR_ATTACHMENT0,0,
field_153201_h,GL_DEPTH_ATTACHMENT,0,
field_153202_i,GL_FRAMEBUFFER_COMPLETE,0,
field_153203_j,GL_FB_INCOMPLETE_ATTACHMENT,0,
field_153204_k,GL_FB_INCOMPLETE_MISS_ATTACH,0,
field_153205_l,GL_FB_INCOMPLETE_DRAW_BUFFER,0,
field_153206_m,GL_FB_INCOMPLETE_READ_BUFFER,0,
